question,references,corpus_id
What are the default ports for Prometheus and Grafana as assumed by the Ray Dashboard?,"[{""content"": ""up Grafana.\n\n\nAlternate Prometheus host location#\nBy default, Ray Dashboard assumes Prometheus is hosted at localhost:9090. You can choose to run Prometheus on a non-default port or on a different "", ""start_index"": 8590, ""end_index"": 8787}, {""content"": ""lth)and visit it.\ncheck Head Node connection to Grafana server: add api/grafana_health to the end of Ray Dashboard URL (for example: http://127.0.0.1:8265/api/grafana_health) and visit it.\ncheck b"", ""start_index"": 10760, ""end_index"": 10956}]",datasets/raydocs_full/cluster_configure-manage-dashboard.txt
What are some resources for learning more about Ray Serve?,"[{""content"": ""patterns with Ray Serve. (Click image to enlarge.)#\n\n\nLearn more about model serving with the following resources.\n\n[Talk] Productionizing ML at Scale with Ray Serve\n[Blog] Simplify your MLOps with Ray & Ray Serve\n[Guide] Getting Started with Ray Serve\n[Guide] Model Composition in Serve\n[Gallery] Serve Examples Gallery\n[Gallery] More Serve Use Cases on the Blog\n\n\n\nHyperparameter "", ""start_index"": 1727, ""end_index"": 2109}]",datasets/raydocs_full/ray-overview_use-cases.txt
How does setting resources in tune.with_resources impact trial concurrency with specific CPU allocations?,"[{""content"": ""tune_config=tune.TuneConfig(num_samples=10)\n)\nresults = tuner.fit()\n\n# Fractional values are also supported, (i.e., {\""cpu\"": 0.5}).\n# If you have 4 CPUs on your machine, this will run 8 concurrent trials at a time.\ntrainable_with_resources = tune.with_resources(trainable, {\""cpu\"": 0.5})\ntuner = "", ""start_index"": 1229, ""end_index"": 1523}]",datasets/raydocs_full/tune_tutorials_tune-resources.txt
How does Ray Tune handle trials if there are not enough resources available immediately?,"[{""content"": ""specified GPU and CPU as specified by tune.with_resources to each individual trial.\nEven if the trial cannot be scheduled right now, Ray Tune will still try to start the respective placement group. If not enough resources are available, this will trigger\nautoscaling behavior if you\u2019re "", ""start_index"": 2075, ""end_index"": 2361}]",datasets/raydocs_full/tune_tutorials_tune-resources.txt
How does fractional CPU allocation affect the number of concurrent trials in Ray Tune?,"[{""content"": ""supported, (i.e., {\""cpu\"": 0.5}).\n# If you have 4 CPUs on your machine, this will run 8 concurrent trials at a time.\ntrainable_with_resources = tune.with_resources(trainable, {\""cpu\"": 0.5})\ntuner = "", ""start_index"": 1327, ""end_index"": 1523}]",datasets/raydocs_full/tune_tutorials_tune-resources.txt
What can you do with the 'result' parameter in the RLlibCallback.on_train_result method?,"[{""content"": ""metrics after traing results are available.\nresult \u2013 Dict of results returned from Algorithm.train() call.\nYou can mutate this object to add additional metrics.\nkwargs \u2013 Forward "", ""start_index"": 389, ""end_index"": 567}]",datasets/raydocs_full/rllib_package_ref_doc_ray.rllib.callbacks.callbacks.RLlibCallback.on_train_result.txt
What are the necessary steps to recreate an entire Algorithm instance from a checkpoint?,"[{""content"": ""examples:\n\n\n\nCreate a new Algorithm from a checkpoint\nTo recreate an entire Algorithm\ninstance from a checkpoint, you can do the following:\n# Import the correct class to create from scratch using the checkpoint.\nfrom ray.rllib.algorithms.algorithm import Algorithm\n\n# Use the already existing checkpoint in `checkpoint_dir`.\nnew_ppo = Algorithm.from_checkpoint(checkpoint_dir)\n# Confirm the `new_ppo` matches the originally checkpointed one.\nassert new_ppo.config.env == \""Pendulum-v1\""\n\n# Continue training.\nnew_ppo.train()\n\n\n\n\n\nCreate a new RLModule from an Algorithm checkpoint\nCreating "", ""start_index"": 9100, ""end_index"": 9688}]",datasets/raydocs_full/rllib_checkpoints.txt
What information is stored in the class_and_ctor_args.pkl file used by RLlib?,"[{""content"": ""    \""ray_commit\"": ..,\n    \""checkpoint_version\"": \""2.1\""\n}\n\n\n\nThe class_and_ctor_args.pkl file stores meta information needed to construct a \u201cfresh\u201d object, without any particular state.\nThis "", ""start_index"": 6616, ""end_index"": 6805}, {""content"": ""information, as the filename suggests, contains the class of the saved object and its constructor arguments and keyword arguments.\nRLlib uses this file to create the initial new object when calling "", ""start_index"": 6805, ""end_index"": 7003}]",datasets/raydocs_full/rllib_checkpoints.txt
What file format does RLlib use to store the state information of saved objects?,"[{""content"": ""initial new object when calling from_checkpoint().\nFinally, the .._state.[pkl|msgpack] file contains the pickled or msgpacked state dict of the saved object.\nRLlib obtains this state dict, "", ""start_index"": 6971, ""end_index"": 7160}]",datasets/raydocs_full/rllib_checkpoints.txt
What are the types of scheduling strategies available in Ray?,"[{""content"": ""\n\nScheduling API#\n\nScheduling Strategy#\n\n\nray.util.scheduling_strategies.PlacementGroupSchedulingStrategy\nPlacement group based scheduling strategy.\n\nray.util.scheduling_strategies.NodeAffinitySchedulingStrategy\nStatic "", ""start_index"": 0, ""end_index"": 219}, {""content"": ""scheduling strategy.\n\nray.util.scheduling_strategies.NodeAffinitySchedulingStrategy\nStatic scheduling strategy used to run a task or actor on a particular node.\n\n\n\n\n\nPlacement "", ""start_index"": 128, ""end_index"": 304}]",datasets/raydocs_full/ray-core_api_scheduling.txt
What are the two methods of defining a trainable in Ray Tune?,"[{""content"": ""Trainables#\nIn short, a Trainable is an object that you can pass into a Tune run.\nRay Tune has two ways of defining a trainable, namely the Function API\nand the Class API.\nBoth are valid ways of "", ""start_index"": 902, ""end_index"": 1097}]",datasets/raydocs_full/tune_key-concepts.txt
What is the default scheduler used by Tune if none is specified?,"[{""content"": ""whether to stop the trial early or not.\nIf you don\u2019t specify a scheduler, Tune will use a first-in-first-out (FIFO) scheduler by default, which simply\npasses through the trials selected by your search algorithm in the order they were picked and does not perform any early stopping.\nIn "", ""start_index"": 11031, ""end_index"": 11316}]",datasets/raydocs_full/tune_key-concepts.txt
What is the purpose of the ReplayBuffer.set_state method?,"[{""content"": ""\n\nray.rllib.utils.replay_buffers.replay_buffer.ReplayBuffer.set_state#\n\n\nReplayBuffer.set_state(state: Dict[str, Any]) \u2192 None[source]#\nRestores all local state to the provided "", ""start_index"": 0, ""end_index"": 176}]",datasets/raydocs_full/rllib_package_ref_doc_ray.rllib.utils.replay_buffers.replay_buffer.ReplayBuffer.set_state.txt
What are the stability implications of using the ReplayBuffer.set_state API in Ray?,"[{""content"": ""calling\nself.get_state().\n\n\nDeveloperAPI: This API may change across minor Ray releases.\n\n\n"", ""start_index"": 257, ""end_index"": 357}]",datasets/raydocs_full/rllib_package_ref_doc_ray.rllib.utils.replay_buffers.replay_buffer.ReplayBuffer.set_state.txt
How is a Python function parallelized across a Ray cluster?,"[{""content"": ""the first use of a Ray remote API.\n\n\n\nRunning a Task#\nTasks are the simplest way to parallelize your Python functions across a Ray cluster. To create a task:\n\nDecorate your function with @ray.remote to indicate it should run remotely\nCall the function with .remote() instead of a normal function call\nUse ray.get() to retrieve the result from the returned future (Ray object reference)\n\nHere\u2019s a simple example:\n# Define the square task.\n@ray.remote\ndef square(x):\n    "", ""start_index"": 904, ""end_index"": 1373}]",datasets/raydocs_full/ray-core_walkthrough.txt
What are the steps to initialize Ray in a Python application?,"[{""content"": ""using multiple GPUs.\nSee Ray Compiled Graph for more details.\n\n\nGetting Started#\nTo get started, install Ray using pip install -U ray. For additional installation options, see Installing Ray.\nThe first step is to import and initialize Ray:\nimport ray\n\nray.init()\n\n\n\nNote\nIn recent versions of "", ""start_index"": 560, ""end_index"": 853}, {""content"": ""e the result from the returned future (Ray object reference)\n\nHere\u2019s a simple example:\n# Define the square task.\n@ray.remote\ndef square(x):\n    return x * x\n\n# Launch four parallel square tasks.\nf"", ""start_index"": 1229, ""end_index"": 1425}]",datasets/raydocs_full/ray-core_walkthrough.txt
What are some specific examples of tasks and actors in Ray?,"[{""content"": ""reference)\n\nHere\u2019s a simple example:\n# Define the square task.\n@ray.remote\ndef square(x):\n    return x * x\n\n# Launch four parallel square tasks.\nfutures = [square.remote(i) for i in range(4)]\n\n# Retrieve results.\nprint(ray.get(futures))\n# -> [0, 1, 4, 9]\n\n\n\n\nCalling an "", ""start_index"": 1279, ""end_index"": 1549}, {""content"": ""tion.\n\nHere\u2019s an example showing these techniques:\nimport numpy as np\n\n# Define a task that sums the values in a matrix.\n@ray.remote\ndef sum_matrix(matrix):\n    return np.sum(matrix)\n\n# Call the task with a literal argument value.\nprint(ray.get(sum_matrix.remote(np.ones((100, 100)))))\n# -> 10000.0\n\n# Put a large array into the object store.\nmatrix_ref = ray.put(np.ones((1000, 1000)))\n\n# Call the task with the object reference as an argument.\nprint(ray.get(sum_matrix.remote(matrix_ref)))\n# -> 1000000.0\n\n\n\n\nNext Steps#\n\nTip\nTo monitor your application\u2019s performance and resource usage"", ""start_index"": 3174, ""end_index"": 3762}]",datasets/raydocs_full/ray-core_walkthrough.txt
What happens when policies are no longer in the list or the callable returns False during a remove_policy operation?,"[{""content"": ""episode.\npolicies_to_train \u2013 An optional list of policy IDs to be trained\nor a callable taking PolicyID and SampleBatchType and\nreturning a bool (trainable or not?).\nIf None, will keep the existing setup in place. Policies,\nwhose IDs are not in the list (or for which the callable\nreturns "", ""start_index"": 748, ""end_index"": 1037}]",datasets/raydocs_full/rllib_package_ref_doc_ray.rllib.algorithms.algorithm.Algorithm.remove_policy.txt
What are the default values for parameters in the Algorithm.remove_policy method?,"[{""content"": ""\n\nray.rllib.algorithms.algorithm.Algorithm.remove_policy#\n\n\nAlgorithm.remove_policy(policy_id: str = 'default_policy', *, policy_mapping_fn: Callable[[Any], str] | None = None, policies_to_train: Collection[str] | Callable[[str, SampleBatch | MultiAgentBatch | Dict[str, Any] | None], bool] | None = None, remove_from_env_runners: bool = True, remove_from_eval_env_runners: bool = True, evaluation_workers=-1, remove_from_learners=-1) \u2192 None[source]#\nRemoves a policy from this "", ""start_index"": 0, ""end_index"": 478}]",datasets/raydocs_full/rllib_package_ref_doc_ray.rllib.algorithms.algorithm.Algorithm.remove_policy.txt
What are the issues associated with using global variables in multiple processes as illustrated in the provided coding example?,"[{""content"": ""places where the state needs to be modified or accessed.\nNote that using class variables to manage state between instances of the same class is not supported.\nEach actor instance is instantiated in its own process, so each actor will have its own copy of the class variables.\n\nCode "", ""start_index"": 584, ""end_index"": 866}, {""content"": ""r):\n        self.global_var_actor = global_var_actor\n\n    def f(self):\n        return ray.get(self.global_var_actor.get_global_var.remote()) + 3\n\n\nglobal_var_actor = GlobalVarActor.remote()\nactor = Actor.remote(global_var_actor)\nray.get(global_var_actor.set_global_var.remote(4))\n# Th"", ""start_index"": 1547, ""end_index"": 1831}]",datasets/raydocs_full/ray-core_patterns_global-variables.txt
"How do Ray drivers, tasks, and actors operate concerning process allocation and address spaces?","[{""content"": ""an actor and pass the actor handle to other tasks and actors.\nRay drivers, tasks and actors are running in\ndifferent processes, so they don\u2019t share the same address space.\nThis means that if you "", ""start_index"": 196, ""end_index"": 391}]",datasets/raydocs_full/ray-core_patterns_global-variables.txt
What are the two ways to start a Mars on Ray runtime as described in the text?,"[{""content"": ""a Ray cluster.\nStarting a new Mars on Ray runtime locally via:\nimport ray\nray.init()\nimport mars\nmars.new_ray_session()\nimport mars.tensor as mt\nmt.random.RandomState(0).rand(1000_0000, 5).sum().execute()\n\n\nOr connecting to a Mars on Ray runtime which is already initialized:\nimport "", ""start_index"": 678, ""end_index"": 961}, {""content"": ""ct.readthedocs.io/en/latest/installation/ray.html#mars-ray for more information.\n\n\n"", ""start_index"": 1542, ""end_index"": 1732}]",datasets/raydocs_full/ray-more-libs_mars-on-ray.txt
How can a Ray Dataset be converted into a Mars DataFrame?,"[{""content"": ""dataset\nimport ray\n# ds = md.to_ray_dataset(df)\nds = ray.data.from_mars(df)\nprint(ds.schema(), ds.count())\nds.filter(lambda row: row[\""a\""] > 0.5).show(5)\n# Convert ray dataset to mars dataframe\n# df2 = md.read_ray_dataset(ds)\ndf2 = ds.to_mars()\nprint(df2.head(5).execute())\n\n\nRefer to Mars on "", ""start_index"": 1227, ""end_index"": 1519}]",datasets/raydocs_full/ray-more-libs_mars-on-ray.txt
What resources were requested during the scheduling process described in the text?,"[{""content"": ""GiBUsing FIFO scheduling algorithm.Resources requested: 0/16 CPUs, 0/0 GPUs, 0.0/4.5 GiB heap, "", ""start_index"": 2051, ""end_index"": 2146}]",datasets/raydocs_full/tune_examples_tune-comet.txt
"What are the results logged for train_function_5bf98_00000 including its hostname, process ID (pid), node IP, trial ID?","[{""content"": ""hostname: Kais-MacBook-Pro.local\n  iterations_since_restore: 1\n  loss: 1.1009860426725162\n  node_ip: 127.0.0.1\n  pid: 48140\n  time_since_restore: 0.000125885009765625\n  time_this_iter_s: 0.000125885009765625\n  time_total_s: 0.000125885009765625\n  timestamp: 1658500887\n  timesteps_since_restore: 0\n  training_iteration: 1\n  trial_id: 5bf98_00000\n  warmup_time: "", ""start_index"": 4371, ""end_index"": 4732}]",datasets/raydocs_full/tune_examples_tune-comet.txt
What is the training iteration number for the experiment trial with trial_id a052a214?,"[{""content"": ""timesteps_since_restore: 0\n  timesteps_total: 0\n  training_iteration: 4\n  trial_id: a052a214\n  "", ""start_index"": 21085, ""end_index"": 21180}]",datasets/raydocs_full/tune_examples_bohb_example.txt
What are the set hyperparameters that minimized the mean loss for the objective previously defined?,"[{""content"": ""results.get_best_result().config)\n\n\n\n\nBest hyperparameters found were:  {'steps': 100, 'width': 3.7250202606878258, 'height': -57.97769618290691, 'activation': 'tanh'}\n\n\n\n\n\nOptional: Passing the "", ""start_index"": 28465, ""end_index"": 28660}]",datasets/raydocs_full/tune_examples_bohb_example.txt
What is the mean loss for the experiment conducted on 2022-07-22 for the trial_id identified as 2397442c?,"[{""content"": ""objective_2397442c:\n  date: 2022-07-22_15-11-27\n  done: false\n  episodes_total: 0\n  experiment_id: 1a4ebf62df50443492dc6df792fcb67a\n  hostname: Kais-MacBook-Pro.local\n  iterations: 0\n  iterations_since_restore: 1\n  mean_loss: 14.284216630043918\n  neg_mean_loss: -14.284216630043918\n  node_ip: 127.0.0.1\n  pid: 45401\n  time_since_restore: 0.1044008731842041\n  time_this_iter_s: 0.1044008731842041\n  time_total_s: 0.6395547389984131\n  timestamp: 1658499087\n  timesteps_since_restore: 0\n  timesteps_total: 0\n  training_iteration: 1\n  trial_id: 2397442c\n  "", ""start_index"": 50334, ""end_index"": 50886}]",datasets/raydocs_full/tune_examples_bohb_example.txt
What are the stability guarantees for v1 APIs in the KubeRay project?,"[{""content"": ""API reference.\n\nKubeRay API compatibility and guarantees#\nv1 APIs in the KubeRay project are stable and suitable for production environments.\nFields in the v1 APIs will never be removed to maintain "", ""start_index"": 189, ""end_index"": 387}, {""content"": ""lds removed from v1.\nHowever, KubeRay maintainers preserve the right to mark fields as deprecated and remove\nfunctionality associated with deprecated fields after a minimum of two minor release"", ""start_index"": 478, ""end_index"": 671}]",datasets/raydocs_full/cluster_kubernetes_references.txt
What steps can be taken to better understand RayCluster configuration?,"[{""content"": ""\n\nAPI Reference#\nTo learn about RayCluster configuration, we recommend taking a look at\nthe configuration guide.\nFor comprehensive coverage of all supported RayCluster fields,\nrefer to the "", ""start_index"": 0, ""end_index"": 189}, {""content"": ""configuration guide.\nFor comprehensive coverage of all supported RayCluster fields,\nrefer to the API reference.\n\nKubeRay API compatibility and guarantees#\nv1 APIs in the KubeRay project are stable "", ""start_index"": 92, ""end_index"": 289}]",datasets/raydocs_full/cluster_kubernetes_references.txt
What is the dtype and shape of the 'image' column in the dataset schema after using read_tfrecords()?,"[{""content"": ""  ray.data.read_tfrecords(\n        \""s3://anonymous@air-example-data/cifar-10/tfrecords\""\n    )\n    .map(decode_bytes)\n)\n\nprint(ds.schema())\n\n\nColumn  Type\n------  ----\nimage   "", ""start_index"": 1739, ""end_index"": 1914}]",datasets/raydocs_full/data_working-with-images.txt
What are the common properties of images in the CIFAR-10 dataset as used in the examples read using ray.data.read_parquet()?,"[{""content"": ""in Parquet files, call ray.data.read_parquet().\nimport ray\n\nds = ray.data.read_parquet(\""s3://anonymous@air-example-data/cifar-10/parquet\"")\n\nprint(ds.schema())\n\n\nColumn  Type\n------  ----\nimage   numpy.ndarray(shape=(32, 32, 3), dtype=uint8)\nlabel   int64\n\n\n\n\nFor "", ""start_index"": 2013, ""end_index"": 2276}]",datasets/raydocs_full/data_working-with-images.txt
What happens if a user-defined schema is passed into input_read_schema?,"[{""content"": ""'unroll_id': 'unroll_id'}#\nThis is the default schema used if no input_read_schema is set in\nthe config. If a user passes in a schema into input_read_schema\nthis user-defined schema has to comply with the keys of SCHEMA,\nwhile values correspond to the columns in the user\u2019s dataset. Note\nthat only the user-defined values will be overridden while all\nother values from SCHEMA remain as defined here.\n\n\n"", ""start_index"": 380, ""end_index"": 866}]",datasets/raydocs_full/rllib_package_ref_doc_ray.rllib.offline.offline_prelearner.SCHEMA.txt
What entries are included in the default SCHEMA for ray.rllib.offline.offline_prelearner?,"[{""content"": ""\n\nray.rllib.offline.offline_prelearner.SCHEMA#\n\n\nray.rllib.offline.offline_prelearner.SCHEMA = {'actions': 'actions', 'agent_id': 'agent_id', 'agent_index': 'agent_index', 'dones': 'dones', 'eps_id': 'eps_id', 'infos': 'infos', 'module_id': 'module_id', 'new_obs': 'new_obs', 'obs': 'obs', 'rewards': 'rewards', 't': 't', 'terminateds': 'terminateds', 'truncateds': 'truncateds', 'unroll_id': 'unroll_id'}#\nThis is the default schema used if no input_read_schema is set in\nthe "", ""start_index"": 0, ""end_index"": 477}]",datasets/raydocs_full/rllib_package_ref_doc_ray.rllib.offline.offline_prelearner.SCHEMA.txt
What types of colors are specified in the Color model?,"[{""content"": "" Color(BaseModel):\n    colors: List[Literal[\""cyan\"", \""magenta\"", \""yellow\""]]\n\n# Request structured "", ""start_index"": 11913, ""end_index"": 12009}]",datasets/raydocs_full/serve_llm_serving-llms.txt
What are the minimum and maximum replicas specified for the Qwen model deployment?,"[{""content"": ""autoscaling_config=dict(\n            min_replicas=1,\n            max_replicas=2,\n        )\n    ),\n  "", ""start_index"": 10510, ""end_index"": 10610}]",datasets/raydocs_full/serve_llm_serving-llms.txt
How can model weights be stored using remote storage options like S3 or GCS?,"[{""content"": ""flush=True)\n\n\n\n\n\n\nUsing remote storage for model weights#\nYou can use remote storage (S3 and GCS) to store your model weights instead of\ndownloading them from Hugging Face.\nFor example, if you have "", ""start_index"": 14250, ""end_index"": 14448}]",datasets/raydocs_full/serve_llm_serving-llms.txt
What are the fault tolerance features available for Ray generator tasks?,"[{""content"": ""tolerance#\nFault tolerance features work with\nRay generator tasks and actor tasks. For example;\n\nTask fault tolerance features: max_retries, retry_exceptions\nActor fault tolerance features: max_restarts, max_task_retries\nObject fault tolerance features: object reconstruction\n\n\n\nCancellation#\nThe ray.cancel() function works with both Ray generator tasks and "", ""start_index"": 6244, ""end_index"": 6603}]",datasets/raydocs_full/ray-core_ray-generator.txt
How can the Ray generator be utilized with asyncio?,"[{""content"": ""print(ray.get(ref))\n\n\n\n\n\nUsing the Ray generator with asyncio#\nThe returned ObjectRefGenerator is also compatible with asyncio. You can\nuse __anext__ or async for loops.\nimport "", ""start_index"": 5165, ""end_index"": 5342}, {""content"": ""s the next object reference immediately without blocking. See the example below for more details.\n@ray.remote\ndef task():\n    for i in range(5):\n        time.sleep(5)\n        yield i\n\ngen = task.remote()\n\n# Because it takes 5 seconds to make the first yield,\n# with 0 timeout, the generato"", ""start_index"": 8211, ""end_index"": 8500}]",datasets/raydocs_full/ray-core_ray-generator.txt
What signals can be used to gracefully terminate a Ray Tune training session?,"[{""content"": ""could result\nin resuming with stale state.\n\nRay Tune also accepts the SIGUSR1 signal to interrupt training gracefully. This\nshould be used when running Ray Tune in a remote Ray task\nas Ray will "", ""start_index"": 1592, ""end_index"": 1786}, {""content"": ""mplest way is to use metric-based criteria. These are a fixed set of thresholds that determine when the experiment should stop.\nYou can implement the stopping criteria using either "", ""start_index"": 1976, ""end_index"": 2157}]",datasets/raydocs_full/tune_tutorials_tune-stopping.txt
How can stopping criteria be implemented using a dictionary in Ray Tune?,"[{""content"": ""stopping criteria using either a dictionary, a function, or a custom Stopper.\n\n\n\nDictionary\nIf a dictionary is passed in, the keys may be any field in the return result of session.report in the\nFunction API or step() in the Class API.\n\nNote\nThis includes auto-filled metrics such as training_iteration.\n\nIn the example below, each trial will be stopped either when it completes 10 iterations or when it\nreaches a mean accuracy of 0.8 or more.\nThese metrics are assumed to be increasing, so the trial will stop once the reported metric has exceeded the threshold specified in the dictionary.\nfrom ray import tune\n\ntuner = tune.Tuner(\n    my_trainable,\n    "", ""start_index"": 2126, ""end_index"": 2781}]",datasets/raydocs_full/tune_tutorials_tune-stopping.txt
What conditions determine when a trial should be stopped in the provided Ray Tune example?,"[{""content"": ""trial should be stopped and False otherwise).\nIn the example below, each trial will be stopped either when it completes 10 iterations or when it\nreaches a mean accuracy of 0.8 or more.\nfrom ray "", ""start_index"": 3090, ""end_index"": 3284}]",datasets/raydocs_full/tune_tutorials_tune-stopping.txt
What does the function ray.rllib.utils.framework.try_import_torch return if torch is successfully imported?,"[{""content"": ""Whether to raise an error if torch cannot be imported.\n\nReturns:\nTuple consisting of the torch- AND torch.nn modules.\n\nRaises:\nImportError \u2013 If error=True and PyTorch is not installed.\n\n\n\n\n"", ""start_index"": 198, ""end_index"": 398}]",datasets/raydocs_full/rllib_package_ref_doc_ray.rllib.utils.framework.try_import_torch.txt
Under which condition does the ray.rllib.utils.framework.try_import_torch function raise an ImportError?,"[{""content"": ""\n\nray.rllib.utils.framework.try_import_torch#\n\n\nray.rllib.utils.framework.try_import_torch(error: bool = False)[source]#\nTries importing torch and returns the module (or None).\n\nParameters:\nerror \u2013 Whether to raise an error if torch cannot be imported.\n\nReturns:\nTuple consisting of the torch- AND torch.nn modules.\n\nRaises:\nImportError \u2013 If error=True and PyTorch is not installed.\n\n\n\n\n"", ""start_index"": 0, ""end_index"": 398}]",datasets/raydocs_full/rllib_package_ref_doc_ray.rllib.utils.framework.try_import_torch.txt
What parameter controls whether an error is raised in the ray.rllib.utils.framework.try_import_torch function if torch cannot be imported?,"[{""content"": ""bool = False)[source]#\nTries importing torch and returns the module (or None).\n\nParameters:\nerror \u2013 Whether to raise an error if torch cannot be imported.\n\nReturns:\nTuple consisting of the torch- AND "", ""start_index"": 98, ""end_index"": 298}]",datasets/raydocs_full/rllib_package_ref_doc_ray.rllib.utils.framework.try_import_torch.txt
Where is the model_config referenced within the RLModule?,"[{""content"": ""\n\nray.rllib.core.rl_module.rl_module.RLModule.model_config#\n\n\nRLModule.model_config#\n\n\n"", ""start_index"": 0, ""end_index"": 100}]",datasets/raydocs_full/rllib_package_ref_doc_ray.rllib.core.rl_module.rl_module.RLModule.model_config.txt
What information can be found regarding the RLModule model configuration?,"[{""content"": ""\n\nray.rllib.core.rl_module.rl_module.RLModule.model_config#\n\n\nRLModule.model_config#\n\n\n"", ""start_index"": 0, ""end_index"": 100}]",datasets/raydocs_full/rllib_package_ref_doc_ray.rllib.core.rl_module.rl_module.RLModule.model_config.txt
Which module does the function concat_aligned belong to?,"[{""content"": ""\n\nray.rllib.utils.numpy.concat_aligned#\n\n\nray.rllib.utils.numpy.concat_aligned(*args, **kwargs)#\n\n\n"", ""start_index"": 0, ""end_index"": 100}]",datasets/raydocs_full/rllib_package_ref_doc_ray.rllib.utils.numpy.concat_aligned.txt
What is the primary function of the Repeater in hyperparameter tuning?,"[{""content"": ""suggestions.\n\n\n\n\n\nRepeated Evaluations (tune.search.Repeater)#\nUse ray.tune.search.Repeater to average over multiple evaluations of the same\nhyperparameter configurations. This is useful in cases where the evaluated\ntraining procedure has high variance (i.e., in reinforcement "", ""start_index"": 4227, ""end_index"": 4504}]",datasets/raydocs_full/tune_api_suggestion.txt
What are the functionalities of the ConcurrencyLimiter in hyperparameter tuning?,"[{""content"": ""of same parameters.\n\n\n\n\n\nConcurrencyLimiter (tune.search.ConcurrencyLimiter)#\nUse ray.tune.search.ConcurrencyLimiter to limit the amount of concurrency when using a search algorithm.\nThis is useful when a given optimization algorithm does not parallelize very well (like "", ""start_index"": 4985, ""end_index"": 5256}]",datasets/raydocs_full/tune_api_suggestion.txt
How do DeploymentHandles manage multiple stages of a pipeline in Ray Serve?,"[{""content"": ""DeploymentHandle calls#\nRay Serve can directly pass the DeploymentResponse object that a DeploymentHandle returns, to another DeploymentHandle call to chain together multiple stages of a pipeline.\nYou don\u2019t need to await the first response, Ray Serve\nmanages the await behavior under the hood. When the first call finishes, Ray Serve passes the output of the first call, instead of the DeploymentResponse object, directly to the second call.\nFor example, the code sample below "", ""start_index"": 5642, ""end_index"": 6119}]",datasets/raydocs_full/serve_model_composition.txt
How is the status summary printed by Tune described?,"[{""content"": ""results. They will look something like this. Tune periodically prints a status summary to stdout "", ""start_index"": 3078, ""end_index"": 3175}]",datasets/raydocs_full/tune_tutorials_tune-run.txt
How does Ray Tune manage the parallelism based on resource availability?,"[{""content"": ""range(NUM_MODELS)\n    ])\n}\n\n\nStep 3: Optionally, configure the resources allocated per trial. Tune uses this resources allocation to control the parallelism. For example, if each trial was configured to use 4 CPUs, and the cluster had only 32 CPUs, then Tune will limit the number of concurrent trials to 8 to avoid overloading the cluster. For more information, see A Guide To "", ""start_index"": 2037, ""end_index"": 2415}]",datasets/raydocs_full/tune_tutorials_tune-run.txt
What are the functions of the ray.runtime_env.RuntimeEnv and ray.runtime_env.RuntimeEnvConfig classes?,"[{""content"": ""\n\nRuntime Env API#\n\n\nray.runtime_env.RuntimeEnvConfig\nUsed to specify configuration options for a runtime environment.\n\nray.runtime_env.RuntimeEnv\nThis class is used to define a runtime environment "", ""start_index"": 0, ""end_index"": 198}, {""content"": ""runtime environment.\n\nray.runtime_env.RuntimeEnv\nThis class is used to define a runtime environment for a job, task, or actor.\n\n\n\n\n"", ""start_index"": 98, ""end_index"": 298}]",datasets/raydocs_full/ray-core_api_runtime-env.txt
What is the procedure for handling interruptions in the Ray Train job driver process?,"[{""content"": ""training.#\n\n\n\n\n\nJob Driver Fault Tolerance#\nJob driver fault tolerance is to handle cases where the Ray Train driver process is interrupted.\nThe Ray Train driver process is the process that calls trainer.fit() and is usually located on the head node of the cluster.\nThe driver process may be interrupted due to one of the following reasons:\n\nThe run is manually interrupted by a user (e.g., Ctrl+C).\nThe node where the driver process is running (head node) crashes (e.g., out of memory, out of disk).\nThe entire cluster goes down (e.g., network error affecting all nodes).\n\nIn these cases, "", ""start_index"": 5171, ""end_index"": 5761}, {""content"": ""e located at the storage path.\nRay Train fetches the latest checkpoint information from storage and passes it to the newly launched worker processes to resume training.\nTo find this run state, Ray Train relies on passing in the same RunConfig(storage_path, name) pair as the previous run.\nIf the storage_path or name do not match, Ray Train will not be able to find the previous run state and will start a new run from scratch.\n\nWarning\nIf name is reused unintentionally, Ray Train will f"", ""start_index"": 6028, ""end_index"": 6516}, {""content"": ""model.load_state_dict(torch.load(...))\n            ...\n\n    # [2] Checkpoint saving and reporting logic.\n    with tempfile.TemporaryDirectory() as temp_checkpoint_dir:\n        # torch.save(...)\n        ray.train.report(\n            {\""loss\"": 0.1},\n            checkpoint=ray.train.Checkpoint.from_"", ""start_index"": 7275, ""end_index"": 7571}]",datasets/raydocs_full/train_user-guides_fault-tolerance.txt
What levels of fault tolerance does Ray Train provide?,"[{""content"": ""e deprecation and migration.\n\nRay Train provides fault tolerance at three levels:\n\nWorker process fault tolerance handles errors that happen to one or more Train worker processes while they are executing the user defined training function.\nWorker node fault tolerance handles node failures "", ""start_index"": 343, ""end_index"": 633}, {""content"": ""executing the user defined training function.\nWorker node fault tolerance handles node failures that may occur during training.\nJob driver fault tolerance handles the case where Ray Train driver "", ""start_index"": 537, ""end_index"": 732}, {""content"": ""user guide covers how to configure and use these fault tolerance mechanisms.\n\nWorker Process and Node Fault Tolerance#\nWorker process failures are errors that occur within the user defined training f"", ""start_index"": 827, ""end_index"": 1026}]",datasets/raydocs_full/train_user-guides_fault-tolerance.txt
